State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Virginia,2020,202002,Mental health disorder,Inpatient,4518,2.9,
Virginia,2020,202002,Substance use disorder,Inpatient,5296,3.3,
Virginia,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,99479,62.8,
Virginia,2020,202002,Substance use disorder,Intensive outpatient/Partial hospitalization,39521,25.0,
Virginia,2020,202002,Mental health disorder,Outpatient,133795,84.5,
Virginia,2020,202002,Substance use disorder,Outpatient,5960,3.8,
Virginia,2020,202002,Mental health disorder,Telehealth,864,0.5,
Virginia,2020,202002,Substance use disorder,Telehealth,314,0.2,
Virginia,2020,202003,Mental health disorder,Emergency department,6641,4.2,
Virginia,2020,202003,Substance use disorder,Emergency department,10564,6.6,
Virginia,2020,202003,Mental health disorder,Inpatient,4426,2.8,
Virginia,2020,202003,Substance use disorder,Inpatient,5322,3.3,
Virginia,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,81577,51.3,
Virginia,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,38148,24.0,
Virginia,2020,202003,Mental health disorder,Outpatient,114257,71.8,
Virginia,2020,202003,Substance use disorder,Outpatient,5146,3.2,
Virginia,2020,202003,Mental health disorder,Telehealth,9299,5.8,
Virginia,2020,202003,Substance use disorder,Telehealth,2557,1.6,
Virginia,2020,202004,Mental health disorder,Emergency department,4995,3.1,
Virginia,2020,202004,Substance use disorder,Emergency department,7084,4.4,
Virginia,2020,202004,Mental health disorder,Inpatient,3581,2.2,
Virginia,2020,202004,Substance use disorder,Inpatient,4402,2.7,
Virginia,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,68687,42.5,
Virginia,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,26301,16.3,
Virginia,2020,202004,Mental health disorder,Outpatient,78511,48.6,
Virginia,2020,202004,Substance use disorder,Outpatient,3485,2.2,
Virginia,2020,202004,Mental health disorder,Telehealth,35502,22.0,
Virginia,2020,202004,Substance use disorder,Telehealth,12946,8.0,
Virginia,2020,202005,Mental health disorder,Emergency department,5507,3.4,
Virginia,2020,202005,Substance use disorder,Emergency department,8722,5.3,
Virginia,2020,202005,Mental health disorder,Inpatient,4040,2.5,
Virginia,2020,202005,Substance use disorder,Inpatient,5069,3.1,
Virginia,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,61483,37.5,
Virginia,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,26439,16.1,
Virginia,2020,202005,Mental health disorder,Outpatient,76819,46.9,
Virginia,2020,202005,Substance use disorder,Outpatient,3987,2.4,
Virginia,2020,202005,Mental health disorder,Telehealth,36697,22.4,
Virginia,2020,202005,Substance use disorder,Telehealth,13286,8.1,
Virginia,2020,202006,Mental health disorder,Emergency department,6136,3.7,
Virginia,2020,202006,Substance use disorder,Emergency department,9691,5.8,
Virginia,2020,202006,Mental health disorder,Inpatient,4261,2.6,
Virginia,2020,202006,Substance use disorder,Inpatient,5300,3.2,
Virginia,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,50021,30.2,
Virginia,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,31594,19.0,
Virginia,2020,202006,Mental health disorder,Outpatient,87036,52.5,
Virginia,2020,202006,Substance use disorder,Outpatient,4641,2.8,
Virginia,2020,202006,Mental health disorder,Telehealth,37749,22.8,
Virginia,2020,202006,Substance use disorder,Telehealth,13032,7.9,
Virginia,2020,202007,Mental health disorder,Emergency department,6681,4.0,
Virginia,2020,202007,Substance use disorder,Emergency department,10559,6.3,
Virginia,2020,202007,Mental health disorder,Inpatient,4619,2.7,
Virginia,2020,202007,Substance use disorder,Inpatient,5693,3.4,
Virginia,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,47229,28.1,
Virginia,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,32795,19.5,
Virginia,2020,202007,Mental health disorder,Outpatient,90762,54.0,
Virginia,2020,202007,Substance use disorder,Outpatient,4831,2.9,
Virginia,2020,202007,Mental health disorder,Telehealth,36629,21.8,
Virginia,2020,202007,Substance use disorder,Telehealth,12897,7.7,
Virginia,2020,202008,Mental health disorder,Emergency department,6635,3.9,
Virginia,2020,202008,Substance use disorder,Emergency department,10268,6.0,
Virginia,2020,202008,Mental health disorder,Inpatient,4554,2.7,
Virginia,2020,202008,Substance use disorder,Inpatient,5394,3.2,
Virginia,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,43030,25.3,
Virginia,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,32845,19.3,
Virginia,2020,202008,Mental health disorder,Outpatient,89970,52.9,
Virginia,2020,202008,Substance use disorder,Outpatient,4653,2.7,
Virginia,2020,202008,Mental health disorder,Telehealth,35108,20.7,
Virginia,2020,202008,Substance use disorder,Telehealth,10970,6.5,
Virginia,2020,202009,Mental health disorder,Emergency department,6302,3.7,
Virginia,2020,202009,Substance use disorder,Emergency department,9911,5.8,
Virginia,2020,202009,Mental health disorder,Inpatient,4407,2.6,
Virginia,2020,202009,Substance use disorder,Inpatient,5383,3.1,
Virginia,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,44509,25.9,
Virginia,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,35854,20.9,
Virginia,2020,202009,Mental health disorder,Outpatient,95306,55.4,
Virginia,2020,202009,Substance use disorder,Outpatient,4903,2.9,
Virginia,2020,202009,Mental health disorder,Telehealth,37686,21.9,
Virginia,2020,202009,Substance use disorder,Telehealth,11204,6.5,
Virginia,2020,202010,Mental health disorder,Emergency department,6601,3.8,
Virginia,2020,202010,Substance use disorder,Emergency department,10497,6.0,
Virginia,2020,202010,Mental health disorder,Inpatient,4545,2.6,
Virginia,2020,202010,Substance use disorder,Inpatient,5387,3.1,
Virginia,2020,202010,Mental health disorder,Intensive outpatient/Partial hospitalization,48415,27.9,
Virginia,2020,202010,Substance use disorder,Intensive outpatient/Partial hospitalization,38746,22.3,
Virginia,2020,202010,Mental health disorder,Outpatient,100853,58.1,
Virginia,2020,202010,Substance use disorder,Outpatient,5052,2.9,
Virginia,2020,202010,Mental health disorder,Telehealth,39539,22.8,
Virginia,2020,202010,Substance use disorder,Telehealth,10746,6.2,
Virginia,2020,202011,Mental health disorder,Emergency department,6295,3.6,
Virginia,2020,202011,Substance use disorder,Emergency department,9803,5.6,
Virginia,2020,202011,Mental health disorder,Inpatient,4352,2.5,
Virginia,2020,202011,Substance use disorder,Inpatient,5061,2.9,
Virginia,2020,202011,Mental health disorder,Intensive outpatient/Partial hospitalization,45938,26.1,
Virginia,2020,202011,Substance use disorder,Intensive outpatient/Partial hospitalization,36163,20.5,
Virginia,2020,202011,Mental health disorder,Outpatient,90723,51.5,
Virginia,2020,202011,Substance use disorder,Outpatient,4554,2.6,
Virginia,2020,202011,Mental health disorder,Telehealth,36221,20.5,
Virginia,2020,202011,Substance use disorder,Telehealth,10202,5.8,
Virginia,2020,202012,Mental health disorder,Emergency department,6040,3.4,
Virginia,2020,202012,Substance use disorder,Emergency department,9339,5.2,
Virginia,2020,202012,Mental health disorder,Inpatient,3492,1.9,
Virginia,2020,202012,Substance use disorder,Inpatient,4007,2.2,
Virginia,2020,202012,Mental health disorder,Intensive outpatient/Partial hospitalization,46707,26.1,
Virginia,2020,202012,Substance use disorder,Intensive outpatient/Partial hospitalization,38487,21.5,
Virginia,2020,202012,Mental health disorder,Outpatient,91321,51.0,
Virginia,2020,202012,Substance use disorder,Outpatient,4867,2.7,
Virginia,2020,202012,Mental health disorder,Telehealth,40010,22.3,
Virginia,2020,202012,Substance use disorder,Telehealth,12373,6.9,
Washington,2018,201801,Mental health disorder,Emergency department,10125,5.4,
Washington,2018,201801,Substance use disorder,Emergency department,17026,9.1,
Washington,2018,201801,Mental health disorder,Inpatient,5535,3.0,
Washington,2018,201801,Substance use disorder,Inpatient,5752,3.1,
Washington,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,6921,3.7,
Washington,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,58198,31.0,
Washington,2018,201801,Mental health disorder,Outpatient,264506,141.0,
Washington,2018,201801,Substance use disorder,Outpatient,4989,2.7,
Washington,2018,201801,Mental health disorder,Telehealth,353,0.2,
Washington,2018,201801,Substance use disorder,Telehealth,2288,1.2,
Washington,2018,201802,Mental health disorder,Emergency department,8611,4.6,
Washington,2018,201802,Substance use disorder,Emergency department,14559,7.8,
Washington,2018,201802,Mental health disorder,Inpatient,4169,2.2,
Washington,2018,201802,Substance use disorder,Inpatient,4946,2.6,
Washington,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,7559,4.0,
Washington,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,57017,30.5,
Washington,2018,201802,Mental health disorder,Outpatient,284070,151.8,
Washington,2018,201802,Substance use disorder,Outpatient,5135,2.7,
Washington,2018,201802,Mental health disorder,Telehealth,383,0.2,
Washington,2018,201802,Substance use disorder,Telehealth,2761,1.5,
Washington,2018,201803,Mental health disorder,Emergency department,9845,5.3,
Washington,2018,201803,Substance use disorder,Emergency department,16388,8.8,
Washington,2018,201803,Mental health disorder,Inpatient,4533,2.4,
Washington,2018,201803,Substance use disorder,Inpatient,5575,3.0,
Washington,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,8534,4.6,
Washington,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,68422,36.6,
Washington,2018,201803,Mental health disorder,Outpatient,341525,182.6,
Washington,2018,201803,Substance use disorder,Outpatient,5980,3.2,
Washington,2018,201803,Mental health disorder,Telehealth,447,0.2,
Washington,2018,201803,Substance use disorder,Telehealth,3440,1.8,
Washington,2018,201804,Mental health disorder,Emergency department,9451,5.1,
Washington,2018,201804,Substance use disorder,Emergency department,15622,8.4,
Washington,2018,201804,Mental health disorder,Inpatient,4762,2.6,
Washington,2018,201804,Substance use disorder,Inpatient,5618,3.0,
Washington,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,9033,4.9,
Washington,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,68297,36.8,
Washington,2018,201804,Mental health disorder,Outpatient,332016,178.7,
Washington,2018,201804,Substance use disorder,Outpatient,5419,2.9,
Washington,2018,201804,Mental health disorder,Telehealth,409,0.2,
Washington,2018,201804,Substance use disorder,Telehealth,3586,1.9,
Washington,2018,201805,Mental health disorder,Emergency department,9923,5.3,
Washington,2018,201805,Substance use disorder,Emergency department,16496,8.9,
Washington,2018,201805,Mental health disorder,Inpatient,5024,2.7,
Washington,2018,201805,Substance use disorder,Inpatient,5510,3.0,
Washington,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,7885,4.2,
Washington,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,75899,40.8,
Washington,2018,201805,Mental health disorder,Outpatient,353277,190.0,
Washington,2018,201805,Substance use disorder,Outpatient,5575,3.0,
Washington,2018,201805,Mental health disorder,Telehealth,502,0.3,
Washington,2018,201805,Substance use disorder,Telehealth,3940,2.1,
Washington,2018,201806,Mental health disorder,Emergency department,9369,5.1,
Washington,2018,201806,Substance use disorder,Emergency department,16055,8.7,
Washington,2018,201806,Mental health disorder,Inpatient,4552,2.5,
Washington,2018,201806,Substance use disorder,Inpatient,5210,2.8,
Washington,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,6406,3.5,
Washington,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,66090,35.7,
Washington,2018,201806,Mental health disorder,Outpatient,284933,153.8,
Washington,2018,201806,Substance use disorder,Outpatient,5013,2.7,
Washington,2018,201806,Mental health disorder,Telehealth,445,0.2,
Washington,2018,201806,Substance use disorder,Telehealth,3083,1.7,
Washington,2018,201807,Mental health disorder,Emergency department,9759,5.3,
Washington,2018,201807,Substance use disorder,Emergency department,17206,9.3,
Washington,2018,201807,Mental health disorder,Inpatient,4407,2.4,
Washington,2018,201807,Substance use disorder,Inpatient,5330,2.9,
Washington,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,6011,3.2,
Washington,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,66585,36.0,
Washington,2018,201807,Mental health disorder,Outpatient,265083,143.2,
Washington,2018,201807,Substance use disorder,Outpatient,4809,2.6,
Washington,2018,201807,Mental health disorder,Telehealth,499,0.3,
Washington,2018,201807,Substance use disorder,Telehealth,4022,2.2,
Washington,2018,201808,Mental health disorder,Emergency department,9363,5.1,
Washington,2018,201808,Substance use disorder,Emergency department,16701,9.0,
Washington,2018,201808,Mental health disorder,Inpatient,5531,3.0,
Washington,2018,201808,Substance use disorder,Inpatient,5555,3.0,
Washington,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,7335,4.0,
Washington,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,72120,39.1,
Washington,2018,201808,Mental health disorder,Outpatient,317245,171.8,
Washington,2018,201808,Substance use disorder,Outpatient,6073,3.3,
Washington,2018,201808,Mental health disorder,Telehealth,648,0.4,
Washington,2018,201808,Substance use disorder,Telehealth,4256,2.3,
Washington,2018,201809,Mental health disorder,Emergency department,9382,5.1,
Washington,2018,201809,Substance use disorder,Emergency department,16207,8.8,
Washington,2018,201809,Mental health disorder,Inpatient,4065,2.2,
Washington,2018,201809,Substance use disorder,Inpatient,4955,2.7,
Washington,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,3825,2.1,
Washington,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,52096,28.3,
Washington,2018,201809,Mental health disorder,Outpatient,209167,113.7,
Washington,2018,201809,Substance use disorder,Outpatient,3047,1.7,
Washington,2018,201809,Mental health disorder,Telehealth,504,0.3,
Washington,2018,201809,Substance use disorder,Telehealth,3800,2.1,
Washington,2018,201810,Mental health disorder,Emergency department,9732,5.3,
Washington,2018,201810,Substance use disorder,Emergency department,16946,9.2,
Washington,2018,201810,Mental health disorder,Inpatient,4089,2.2,
Washington,2018,201810,Substance use disorder,Inpatient,5296,2.9,
Washington,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,7535,4.1,
Washington,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,72201,39.2,
Washington,2018,201810,Mental health disorder,Outpatient,319186,173.4,
Washington,2018,201810,Substance use disorder,Outpatient,6456,3.5,
Washington,2018,201810,Mental health disorder,Telehealth,608,0.3,
Washington,2018,201810,Substance use disorder,Telehealth,5093,2.8,
Washington,2018,201811,Mental health disorder,Emergency department,9206,5.0,
Washington,2018,201811,Substance use disorder,Emergency department,16002,8.7,
Washington,2018,201811,Mental health disorder,Inpatient,3534,1.9,
Washington,2018,201811,Substance use disorder,Inpatient,4753,2.6,
Washington,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,7352,4.0,
Washington,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,63461,34.4,
Washington,2018,201811,Mental health disorder,Outpatient,273591,148.2,
Washington,2018,201811,Substance use disorder,Outpatient,5241,2.8,
Washington,2018,201811,Mental health disorder,Telehealth,534,0.3,
Washington,2018,201811,Substance use disorder,Telehealth,4802,2.6,
Washington,2018,201812,Mental health disorder,Emergency department,9164,5.0,
Washington,2018,201812,Substance use disorder,Emergency department,16214,8.8,
Washington,2018,201812,Mental health disorder,Inpatient,2597,1.4,
Washington,2018,201812,Substance use disorder,Inpatient,4185,2.3,
Washington,2018,201812,Mental health disorder,Intensive outpatient/Partial hospitalization,6561,3.5,
Washington,2018,201812,Substance use disorder,Intensive outpatient/Partial hospitalization,57109,30.9,
Washington,2018,201812,Mental health disorder,Outpatient,237273,128.4,
Washington,2018,201812,Substance use disorder,Outpatient,4865,2.6,
Washington,2018,201812,Mental health disorder,Telehealth,561,0.3,
Washington,2018,201812,Substance use disorder,Telehealth,4516,2.4,
Washington,2019,201901,Mental health disorder,Emergency department,9720,5.3,
Washington,2019,201901,Substance use disorder,Emergency department,17072,9.3,
Washington,2019,201901,Mental health disorder,Inpatient,4153,2.3,
Washington,2019,201901,Substance use disorder,Inpatient,5668,3.1,
Washington,2019,201901,Mental health disorder,Intensive outpatient/Partial hospitalization,5191,2.8,
Washington,2019,201901,Substance use disorder,Intensive outpatient/Partial hospitalization,59641,32.5,
Washington,2019,201901,Mental health disorder,Outpatient,260140,141.6,
Washington,2019,201901,Substance use disorder,Outpatient,4687,2.6,
Washington,2019,201901,Mental health disorder,Telehealth,715,0.4,
Washington,2019,201901,Substance use disorder,Telehealth,5227,2.8,
Washington,2019,201902,Mental health disorder,Emergency department,8201,4.5,
Washington,2019,201902,Substance use disorder,Emergency department,14635,8.0,
Washington,2019,201902,Mental health disorder,Inpatient,3552,1.9,
Washington,2019,201902,Substance use disorder,Inpatient,4910,2.7,
Washington,2019,201902,Mental health disorder,Intensive outpatient/Partial hospitalization,4691,2.6,
Washington,2019,201902,Substance use disorder,Intensive outpatient/Partial hospitalization,48588,26.6,
Washington,2019,201902,Mental health disorder,Outpatient,204424,111.7,
Washington,2019,201902,Substance use disorder,Outpatient,3776,2.1,
Washington,2019,201902,Mental health disorder,Telehealth,701,0.4,
Washington,2019,201902,Substance use disorder,Telehealth,5063,2.8,
Washington,2019,201903,Mental health disorder,Emergency department,8997,4.9,
Washington,2019,201903,Substance use disorder,Emergency department,17142,9.4,
Washington,2019,201903,Mental health disorder,Inpatient,3665,2.0,
Washington,2019,201903,Substance use disorder,Inpatient,5389,3.0,
Washington,2019,201903,Mental health disorder,Intensive outpatient/Partial hospitalization,5762,3.2,
Washington,2019,201903,Substance use disorder,Intensive outpatient/Partial hospitalization,59005,32.3,
Washington,2019,201903,Mental health disorder,Outpatient,253812,139.1,
Washington,2019,201903,Substance use disorder,Outpatient,4728,2.6,
Washington,2019,201903,Mental health disorder,Telehealth,638,0.3,
Washington,2019,201903,Substance use disorder,Telehealth,5597,3.1,
Washington,2019,201904,Mental health disorder,Emergency department,9313,5.1,
Washington,2019,201904,Substance use disorder,Emergency department,16511,9.1,
Washington,2019,201904,Mental health disorder,Inpatient,3731,2.0,
Washington,2019,201904,Substance use disorder,Inpatient,4969,2.7,
Washington,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,6065,3.3,
Washington,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,61880,34.0,
Washington,2019,201904,Mental health disorder,Outpatient,266646,146.5,
Washington,2019,201904,Substance use disorder,Outpatient,5423,3.0,
Washington,2019,201904,Mental health disorder,Telehealth,776,0.4,
Washington,2019,201904,Substance use disorder,Telehealth,6131,3.4,
Washington,2019,201905,Mental health disorder,Emergency department,9452,5.2,
Washington,2019,201905,Substance use disorder,Emergency department,17273,9.5,
Washington,2019,201905,Mental health disorder,Inpatient,3771,2.1,
Washington,2019,201905,Substance use disorder,Inpatient,5046,2.8,
Washington,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,6204,3.4,
Washington,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,61688,34.0,
Washington,2019,201905,Mental health disorder,Outpatient,270457,148.9,
Washington,2019,201905,Substance use disorder,Outpatient,4985,2.7,
Washington,2019,201905,Mental health disorder,Telehealth,727,0.4,
Washington,2019,201905,Substance use disorder,Telehealth,5875,3.2,
Washington,2019,201906,Mental health disorder,Emergency department,8646,4.8,
Washington,2019,201906,Substance use disorder,Emergency department,16637,9.2,
Washington,2019,201906,Mental health disorder,Inpatient,3580,2.0,
Washington,2019,201906,Substance use disorder,Inpatient,4710,2.6,
Washington,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,5528,3.0,
Washington,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,56750,31.3,
Washington,2019,201906,Mental health disorder,Outpatient,230901,127.2,
Washington,2019,201906,Substance use disorder,Outpatient,4357,2.4,
Washington,2019,201906,Mental health disorder,Telehealth,648,0.4,
Washington,2019,201906,Substance use disorder,Telehealth,5337,2.9,
Washington,2019,201907,Mental health disorder,Emergency department,9044,5.0,
Washington,2019,201907,Substance use disorder,Emergency department,17416,9.6,
Washington,2019,201907,Mental health disorder,Inpatient,3626,2.0,
Washington,2019,201907,Substance use disorder,Inpatient,5114,2.8,
Washington,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,6733,3.7,
Washington,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,60557,33.3,
Washington,2019,201907,Mental health disorder,Outpatient,232201,127.8,
Washington,2019,201907,Substance use disorder,Outpatient,4495,2.5,
Washington,2019,201907,Mental health disorder,Telehealth,844,0.5,
Washington,2019,201907,Substance use disorder,Telehealth,6195,3.4,
Washington,2019,201908,Mental health disorder,Emergency department,9093,5.0,
Washington,2019,201908,Substance use disorder,Emergency department,17077,9.4,
Washington,2019,201908,Mental health disorder,Inpatient,3602,2.0,
Washington,2019,201908,Substance use disorder,Inpatient,5104,2.8,
Washington,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,6705,3.7,
Washington,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,57855,31.9,
Washington,2019,201908,Mental health disorder,Outpatient,227476,125.3,
Washington,2019,201908,Substance use disorder,Outpatient,4430,2.4,
Washington,2019,201908,Mental health disorder,Telehealth,841,0.5,
Washington,2019,201908,Substance use disorder,Telehealth,5995,3.3,
Washington,2019,201909,Mental health disorder,Emergency department,8927,4.9,
Washington,2019,201909,Substance use disorder,Emergency department,16439,9.1,
Washington,2019,201909,Mental health disorder,Inpatient,3397,1.9,
Washington,2019,201909,Substance use disorder,Inpatient,4802,2.6,
Washington,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,6791,3.7,
Washington,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,56363,31.1,
Washington,2019,201909,Mental health disorder,Outpatient,227530,125.4,
Washington,2019,201909,Substance use disorder,Outpatient,4333,2.4,
Washington,2019,201909,Mental health disorder,Telehealth,808,0.4,
Washington,2019,201909,Substance use disorder,Telehealth,6016,3.3,
Washington,2019,201910,Mental health disorder,Emergency department,9009,5.0,
Washington,2019,201910,Substance use disorder,Emergency department,16469,9.1,
Washington,2019,201910,Mental health disorder,Inpatient,3508,1.9,
Washington,2019,201910,Substance use disorder,Inpatient,4959,2.7,
Washington,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,7832,4.3,
Washington,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,63210,34.8,
Washington,2019,201910,Mental health disorder,Outpatient,273066,150.5,
Washington,2019,201910,Substance use disorder,Outpatient,5073,2.8,
Washington,2019,201910,Mental health disorder,Telehealth,926,0.5,
Washington,2019,201910,Substance use disorder,Telehealth,6991,3.9,
Washington,2019,201911,Mental health disorder,Emergency department,8440,4.6,
Washington,2019,201911,Substance use disorder,Emergency department,15903,8.8,
Washington,2019,201911,Mental health disorder,Inpatient,3395,1.9,
Washington,2019,201911,Substance use disorder,Inpatient,4852,2.7,
Washington,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,6543,3.6,
Washington,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,55706,30.7,
Washington,2019,201911,Mental health disorder,Outpatient,233049,128.3,
Washington,2019,201911,Substance use disorder,Outpatient,4393,2.4,
Washington,2019,201911,Mental health disorder,Telehealth,751,0.4,
Washington,2019,201911,Substance use disorder,Telehealth,5943,3.3,
Washington,2019,201912,Mental health disorder,Emergency department,8749,4.8,
Washington,2019,201912,Substance use disorder,Emergency department,16935,9.3,
Washington,2019,201912,Mental health disorder,Inpatient,2672,1.5,
Washington,2019,201912,Substance use disorder,Inpatient,4117,2.3,
Washington,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,6983,3.8,
Washington,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,58955,32.3,
Washington,2019,201912,Mental health disorder,Outpatient,224537,123.1,
Washington,2019,201912,Substance use disorder,Outpatient,4576,2.5,
Washington,2019,201912,Mental health disorder,Telehealth,737,0.4,
Washington,2019,201912,Substance use disorder,Telehealth,5953,3.3,
Washington,2020,202001,Mental health disorder,Emergency department,8810,4.8,
Washington,2020,202001,Substance use disorder,Emergency department,16871,9.3,
Washington,2020,202001,Mental health disorder,Inpatient,3348,1.8,
Washington,2020,202001,Substance use disorder,Inpatient,5233,2.9,
Washington,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,7072,3.9,
Washington,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,66290,36.4,
Washington,2020,202001,Mental health disorder,Outpatient,254957,140.0,
Washington,2020,202001,Substance use disorder,Outpatient,4714,2.6,
Washington,2020,202001,Mental health disorder,Telehealth,943,0.5,
Washington,2020,202001,Substance use disorder,Telehealth,6099,3.3,
Washington,2020,202002,Mental health disorder,Emergency department,8069,4.4,
Washington,2020,202002,Substance use disorder,Emergency department,15819,8.7,
Washington,2020,202002,Mental health disorder,Inpatient,3078,1.7,
Washington,2020,202002,Substance use disorder,Inpatient,4764,2.6,
Washington,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,6714,3.7,
Washington,2020,202002,Substance use disorder,Intensive outpatient/Partial hospitalization,63029,34.7,
Washington,2020,202002,Mental health disorder,Outpatient,243760,134.1,
Washington,2020,202002,Substance use disorder,Outpatient,4869,2.7,
Washington,2020,202002,Mental health disorder,Telehealth,1024,0.6,
Washington,2020,202002,Substance use disorder,Telehealth,5051,2.8,
Washington,2020,202003,Mental health disorder,Emergency department,7336,4.0,
Washington,2020,202003,Substance use disorder,Emergency department,14757,8.1,
Washington,2020,202003,Mental health disorder,Inpatient,2841,1.6,
Washington,2020,202003,Substance use disorder,Inpatient,4392,2.4,
Washington,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,5288,2.9,
Washington,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,58481,32.0,
Washington,2020,202003,Mental health disorder,Outpatient,213083,116.7,
Washington,2020,202003,Substance use disorder,Outpatient,3821,2.1,
Washington,2020,202003,Mental health disorder,Telehealth,20670,11.3,
Washington,2020,202003,Substance use disorder,Telehealth,13277,7.3,
Washington,2020,202004,Mental health disorder,Emergency department,6452,3.5,
Washington,2020,202004,Substance use disorder,Emergency department,12311,6.7,
Washington,2020,202004,Mental health disorder,Inpatient,2464,1.3,
Washington,2020,202004,Substance use disorder,Inpatient,3969,2.2,
Washington,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,3673,2.0,
Washington,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,42098,22.8,
Washington,2020,202004,Mental health disorder,Outpatient,165769,89.9,
Washington,2020,202004,Substance use disorder,Outpatient,2806,1.5,
Washington,2020,202004,Mental health disorder,Telehealth,64581,35.0,
Washington,2020,202004,Substance use disorder,Telehealth,25316,13.7,
Washington,2020,202005,Mental health disorder,Emergency department,7442,4.0,
Washington,2020,202005,Substance use disorder,Emergency department,14846,8.0,
Washington,2020,202005,Mental health disorder,Inpatient,2923,1.6,
Washington,2020,202005,Substance use disorder,Inpatient,4565,2.5,
Washington,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,3685,2.0,
Washington,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,40523,21.8,
Washington,2020,202005,Mental health disorder,Outpatient,155370,83.5,
Washington,2020,202005,Substance use disorder,Outpatient,2596,1.4,
Washington,2020,202005,Mental health disorder,Telehealth,62204,33.4,
Washington,2020,202005,Substance use disorder,Telehealth,23751,12.8,
Washington,2020,202006,Mental health disorder,Emergency department,7764,4.1,
Washington,2020,202006,Substance use disorder,Emergency department,15250,8.1,
Washington,2020,202006,Mental health disorder,Inpatient,3005,1.6,
Washington,2020,202006,Substance use disorder,Inpatient,4711,2.5,
Washington,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,4184,2.2,
